Location,Machine,Product,Category,Trans_Date,Payment_Type,Item_Price,Quantity,Trans_Total
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-07-20,Cash,3.5,1,3.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-07-20,Credit,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Snapple Tea - Raspberry,Non Carbonated,2022-07-20,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-07-20,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1366 - ATT,Autumns Granola Bar - Cinnamon Almond,Food,2022-07-20,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-07-20,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-07-20,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-07-20,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-07-20,Cash,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-07-20,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,Wonderful Pistachios - Variety,Food,2022-07-20,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,2022-07-20,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Keto Bar - Creamy Peanut Butter Chocolate,Food,2022-07-20,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-07-20,Cash,3.0,1,3.0
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-07-20,Cash,3.0,1,3.0
Earle Asphalt,Earle Asphalt x1371,RXBAR - Protein Bar - Peanut Butter,Food,2022-07-20,Cash,2.0,1,2.0
Earle Asphalt,Earle Asphalt x1371,S. Pellegrino Essenza Mineral Water - Blood O,Carbonated,2022-07-20,Cash,2.5,1,2.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,SunChips Multigrain - Original,Food,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-07-20,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2022-07-20,Cash,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Monster Energy Original,Carbonated,2022-07-20,Cash,3.0,1,3.0
Brunswick Sq Mall,BSQ Mall x1364 - Zales,CheezIt - Original,Food,2022-07-20,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Goldfish Baked - Cheddar,Food,2022-07-20,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2022-07-20,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Popchips Potato - Sea Salt,Food,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-20,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-07-20,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Doritos Cool Ranch,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-07-21,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-07-21,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-07-21,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,KitKat - Crisp Wafers,Food,2022-07-21,Cash,2.5,1,2.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,2022-07-21,Cash,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,2022-07-21,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,Robert Irvine's - Fit Crunch -  Chocolate Pea,Food,2022-07-21,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2022-07-21,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-07-21,Credit,3.5,1,5.0
EB Public Library,EB Public Library x1380,Poland Springs Water,Water,2022-07-21,Credit,1.5,1,5.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Wonderful Pistachios - Variety,Food,2022-07-21,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-07-21,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,CheezIt - White Cheddar,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Iberia Coconut Water,Non Carbonated,2022-07-21,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,SunChips Multigrain - Harvest Cheddar,Food,2022-07-21,Credit,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Credit,1.5,1,1.5
Brunswick Sq Mall,BSQ Mall x1364 - Zales,Monster Energy Original,Carbonated,2022-07-21,Credit,3.0,1,3.0
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2022-07-21,Credit,2.0,1,2.0
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,BodyArmor  LYTE - Blueberry Pomegranate,Non Carbonated,2022-07-21,Credit,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-07-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos - Fleming Hot Crunchy,Food,2022-07-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-07-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-07-21,Cash,2.5,1,2.5
EB Public Library,EB Public Library x1380,Popchips Potato - Sea Salt,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Goldfish Baked - Cheddar,Food,2022-07-21,Cash,1.25,1,1.25
EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,2022-07-21,Credit,2.75,1,2.75
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Blueberry,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2022-07-21,Cash,2.0,1,2.0
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Coca Cola - Zero Sugar,Carbonated,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,BodyArmor LYTE - Strawberry Lemonade,Water,2022-07-21,Cash,2.75,1,2.75
EB Public Library,EB Public Library x1380,Snapple Diet Tea - Peach Tea,Non Carbonated,2022-07-21,Cash,2.5,1,2.5
EB Public Library,EB Public Library x1380,CheezIt - Original,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Nature's Bakery Fig Bar - Raspberry,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Pop Corners - White Cheddar,Food,2022-07-21,Credit,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Chesters Fries Flaming hot,Food,2022-07-21,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Refresher - Real Coconut Water,Carbonated,2022-07-21,Cash,3.0,1,3.0
EB Public Library,EB Public Library x1380,KitKat - Crisp Wafers,Food,2022-07-21,Cash,2.0,1,2.0
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,2022-07-21,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Fritos - Original,Food,2022-07-22,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,2022-07-22,Cash,1.5,1,1.5
GuttenPlans,GuttenPlans x1367,Cheetos - Crunchy,Food,2022-07-22,Cash,1.5,1,1.5
EB Public Library,EB Public Library x1380,Starbucks Doubleshot Energy - Mocha,Non Carbonated,2022-07-22,Credit,3.5,1,3.5
EB Public Library,EB Public Library x1380,Snyder's of Hanover Pretzel Pieces - Honey Mu,Food,2022-07-22,Credit,2.5,1,4.0
